nu,kernel,gamma,percentile,threshold,auc,f1_score,accuracy,predictions_csv
0.05,rbf,0.1,98,0.9685525230210981,0.9739451366954751,0.7078189300411523,0.9632695292291774,ckpt\oneclass_svm_predictions_p98_nu0.050_kernelrbf_gamma0.1_20251219_002043.csv
0.05,rbf,1.0,98,0.00034063818864241044,0.9801262249372346,0.2608695652173913,0.727366787377134,ckpt\oneclass_svm_predictions_p98_nu0.050_kernelrbf_gamma1.0_20251219_002044.csv
0.05,linear,N/A,98,0.0002514850670649397,0.2617750164867585,0.05555555555555555,0.9296430419037766,ckpt\oneclass_svm_predictions_p98_nu0.050_kernellinear_gammascale_20251219_002044.csv
0.05,poly,N/A,98,0.00011255421826224443,0.02861754191107564,0.01282051282051282,0.9203310915675117,ckpt\oneclass_svm_predictions_p98_nu0.050_kernelpoly_gammascale_20251219_002044.csv
0.05,sigmoid,N/A,98,2.171270676609949,0.8123286244837041,0.6096256684491979,0.9622348680807036,ckpt\oneclass_svm_predictions_p98_nu0.050_kernelsigmoid_gammascale_20251219_002044.csv
0.1,rbf,scale,98,5.323844574342459,0.9752409380676362,0.7241379310344828,0.966890843248836,ckpt\oneclass_svm_predictions_p98_nu0.100_kernelrbf_gammascale_20251219_002044.csv
0.1,rbf,auto,98,5.323844572826793,0.9752409380676362,0.7241379310344828,0.966890843248836,ckpt\oneclass_svm_predictions_p98_nu0.100_kernelrbf_gammaauto_20251219_002044.csv
0.1,rbf,0.001,98,3.2041924704592173,0.9792498235627595,0.7407407407407407,0.9710294878427315,ckpt\oneclass_svm_predictions_p98_nu0.100_kernelrbf_gamma0.001_20251219_002044.csv
0.1,rbf,0.01,98,19.056161754755347,0.9785672139113533,0.7214611872146118,0.9684428349715468,ckpt\oneclass_svm_predictions_p98_nu0.100_kernelrbf_gamma0.01_20251219_002044.csv
0.1,rbf,0.1,98,9.491655902596417,0.9750268994481275,0.7105263157894737,0.9658561821003622,ckpt\oneclass_svm_predictions_p98_nu0.100_kernelrbf_gamma0.1_20251219_002045.csv
0.1,rbf,1.0,98,0.0004199743900235031,0.9801030856270174,0.2612359550561798,0.727884117951371,ckpt\oneclass_svm_predictions_p98_nu0.100_kernelrbf_gamma1.0_20251219_002045.csv
0.1,linear,N/A,98,0.00019851837212171635,0.6129776821352956,0.02531645569620253,0.9203310915675117,ckpt\oneclass_svm_predictions_p98_nu0.100_kernellinear_gammascale_20251219_002045.csv
0.1,poly,N/A,98,0.000111866416601387,0.027182904677611554,0.012422360248447204,0.9177444386963269,ckpt\oneclass_svm_predictions_p98_nu0.100_kernelpoly_gammascale_20251219_002045.csv
0.1,sigmoid,N/A,98,13.056006121184083,0.8295558409403816,0.6041666666666666,0.9606828763579928,ckpt\oneclass_svm_predictions_p98_nu0.100_kernelsigmoid_gammascale_20251219_002045.csv
0.15,rbf,scale,98,16.756592353295606,0.9754318373769278,0.7105263157894737,0.9658561821003622,ckpt\oneclass_svm_predictions_p98_nu0.150_kernelrbf_gammascale_20251219_002046.csv
0.15,rbf,auto,98,16.756592422300493,0.9754318373769278,0.7105263157894737,0.9658561821003622,ckpt\oneclass_svm_predictions_p98_nu0.150_kernelrbf_gammaauto_20251219_002046.csv
0.15,rbf,0.001,98,6.0953720302273595,0.9782895421887473,0.7417840375586855,0.9715468184169684,ckpt\oneclass_svm_predictions_p98_nu0.150_kernelrbf_gamma0.001_20251219_002046.csv
0.15,rbf,0.01,98,39.55733468627341,0.9778151863292953,0.7247706422018348,0.9689601655457838,ckpt\oneclass_svm_predictions_p98_nu0.150_kernelrbf_gamma0.01_20251219_002046.csv
0.15,rbf,0.1,98,28.43018220943926,0.9763169159927343,0.7043478260869566,0.9648215209518882,ckpt\oneclass_svm_predictions_p98_nu0.150_kernelrbf_gamma0.1_20251219_002046.csv
0.15,rbf,1.0,98,0.6644203176122495,0.980253491143429,0.5170454545454546,0.9120538023797207,ckpt\oneclass_svm_predictions_p98_nu0.150_kernelrbf_gamma1.0_20251219_002046.csv
0.15,linear,N/A,98,2.8773021673176804e-05,0.7157451436372682,0.267515923566879,0.9405069839627522,ckpt\oneclass_svm_predictions_p98_nu0.150_kernellinear_gammascale_20251219_002046.csv
0.15,poly,N/A,98,0.00013229601213654612,0.028183679844503838,0.011627906976744186,0.9120538023797207,ckpt\oneclass_svm_predictions_p98_nu0.150_kernelpoly_gammascale_20251219_002047.csv
0.15,sigmoid,N/A,98,31.23000698162251,0.8414725857022203,0.6105263157894737,0.9617175375064666,ckpt\oneclass_svm_predictions_p98_nu0.150_kernelsigmoid_gammascale_20251219_002047.csv
0.2,rbf,scale,98,34.0719803867008,0.9758888387537169,0.7168141592920354,0.966890843248836,ckpt\oneclass_svm_predictions_p98_nu0.200_kernelrbf_gammascale_20251219_002047.csv
0.2,rbf,auto,98,34.071980515945945,0.9758888387537169,0.7168141592920354,0.966890843248836,ckpt\oneclass_svm_predictions_p98_nu0.200_kernelrbf_gammaauto_20251219_002047.csv
0.2,rbf,0.001,98,8.929216489339943,0.9779887311559241,0.7247706422018348,0.9689601655457838,ckpt\oneclass_svm_predictions_p98_nu0.200_kernelrbf_gamma0.001_20251219_002048.csv
0.2,rbf,0.01,98,60.50482940444304,0.9776300718475583,0.7214611872146118,0.9684428349715468,ckpt\oneclass_svm_predictions_p98_nu0.200_kernelrbf_gamma0.01_20251219_002048.csv
0.2,rbf,0.1,98,55.5905060884807,0.9762822070274085,0.7192982456140351,0.966890843248836,ckpt\oneclass_svm_predictions_p98_nu0.200_kernelrbf_gamma0.1_20251219_002048.csv
0.2,rbf,1.0,98,1.8157644241565458,0.9803981118322862,0.5770491803278689,0.933264355923435,ckpt\oneclass_svm_predictions_p98_nu0.200_kernelrbf_gamma1.0_20251219_002048.csv
0.2,linear,N/A,98,9.538205514122964e-05,0.9775028056413638,0.7296137339055794,0.967408173823073,ckpt\oneclass_svm_predictions_p98_nu0.200_kernellinear_gammascale_20251219_002048.csv
0.2,poly,N/A,98,0.00020379168039644504,0.028796871565258647,0.011764705882352941,0.9130884635281945,ckpt\oneclass_svm_predictions_p98_nu0.200_kernelpoly_gammascale_20251219_002049.csv
0.2,sigmoid,N/A,98,44.39400030630286,0.8326217995441556,0.5968586387434555,0.9601655457837558,ckpt\oneclass_svm_predictions_p98_nu0.200_kernelsigmoid_gammascale_20251219_002049.csv
0.25,rbf,scale,98,56.94918754883903,0.9759119780639339,0.7079646017699115,0.9658561821003622,ckpt\oneclass_svm_predictions_p98_nu0.250_kernelrbf_gammascale_20251219_002049.csv
0.25,rbf,auto,98,56.949187723411825,0.9759119780639339,0.7079646017699115,0.9658561821003622,ckpt\oneclass_svm_predictions_p98_nu0.250_kernelrbf_gammaauto_20251219_002049.csv
0.25,rbf,0.001,98,11.71836016522279,0.9775953628822326,0.7247706422018348,0.9689601655457838,ckpt\oneclass_svm_predictions_p98_nu0.250_kernelrbf_gamma0.001_20251219_002050.csv
0.25,rbf,0.01,98,83.99450951833066,0.9769937408165862,0.7214611872146118,0.9684428349715468,ckpt\oneclass_svm_predictions_p98_nu0.250_kernelrbf_gamma0.01_20251219_002050.csv
0.25,rbf,0.1,98,90.58530368010472,0.9763747642682772,0.72,0.967408173823073,ckpt\oneclass_svm_predictions_p98_nu0.250_kernelrbf_gamma0.1_20251219_002050.csv
0.25,rbf,1.0,98,3.532337000294665,0.9801030856270174,0.5966101694915255,0.9384376616658044,ckpt\oneclass_svm_predictions_p98_nu0.250_kernelrbf_gamma1.0_20251219_002050.csv
0.25,linear,N/A,98,0.00011484521779059028,0.9773003366769637,0.6637554585152838,0.9601655457837558,ckpt\oneclass_svm_predictions_p98_nu0.250_kernellinear_gammascale_20251219_002050.csv
0.25,poly,N/A,98,0.00022220103034997394,0.0291266067358532,0.010362694300518135,0.901189860320745,ckpt\oneclass_svm_predictions_p98_nu0.250_kernelpoly_gammascale_20251219_002051.csv
0.25,sigmoid,N/A,98,59.50982706266243,0.8345770712575058,0.6,0.9606828763579928,ckpt\oneclass_svm_predictions_p98_nu0.250_kernelsigmoid_gammascale_20251219_002051.csv
0.3,rbf,scale,98,85.36222594481103,0.9756400911688823,0.7048458149779736,0.9653388515261252,ckpt\oneclass_svm_predictions_p98_nu0.300_kernelrbf_gammascale_20251219_002051.csv
0.3,rbf,auto,98,85.36222621075594,0.9756400911688823,0.7048458149779736,0.9653388515261252,ckpt\oneclass_svm_predictions_p98_nu0.300_kernelrbf_gammaauto_20251219_002051.csv
0.3,rbf,0.001,98,14.936308761312882,0.9770053104716949,0.728110599078341,0.9694774961200207,ckpt\oneclass_svm_predictions_p98_nu0.300_kernelrbf_gamma0.001_20251219_002052.csv
0.3,rbf,0.01,98,108.0738894057255,0.976629296680666,0.7247706422018348,0.9689601655457838,ckpt\oneclass_svm_predictions_p98_nu0.300_kernelrbf_gamma0.01_20251219_002052.csv
0.3,rbf,0.1,98,132.26874864381116,0.975911978063934,0.7142857142857143,0.966890843248836,ckpt\oneclass_svm_predictions_p98_nu0.300_kernelrbf_gamma0.1_20251219_002052.csv
0.3,rbf,1.0,98,5.831250512948706,0.97971550218088,0.6027397260273972,0.9399896533885153,ckpt\oneclass_svm_predictions_p98_nu0.300_kernelrbf_gamma1.0_20251219_002052.csv
0.3,linear,N/A,98,0.00021709603109454698,0.9560989436904885,0.5943396226415094,0.9555095706156234,ckpt\oneclass_svm_predictions_p98_nu0.300_kernellinear_gammascale_20251219_002053.csv
0.3,poly,N/A,98,0.000284863867735669,0.02864646604884708,0.011049723756906077,0.9073978272115882,ckpt\oneclass_svm_predictions_p98_nu0.300_kernelpoly_gammascale_20251219_002053.csv
0.3,sigmoid,N/A,98,72.06042708602095,0.833246560920019,0.5863874345549738,0.959130884635282,ckpt\oneclass_svm_predictions_p98_nu0.300_kernelsigmoid_gammascale_20251219_002053.csv
