nu,kernel,gamma,percentile,threshold,auc,f1_score,accuracy,predictions_csv
0.05,rbf,0.01,95,-0.00016874130252879566,0.9773928939178324,0.5902777777777778,0.9389549922400414,ckpt\oneclass_svm_predictions_p95_nu0.050_kernelrbf_gamma0.01_20251219_002306.csv
0.05,rbf,0.1,95,-2.138978065250841e-06,0.9739451366954751,0.584717607973422,0.9353336782203828,ckpt\oneclass_svm_predictions_p95_nu0.050_kernelrbf_gamma0.1_20251219_002306.csv
0.05,rbf,1.0,95,0.0002317662627193906,0.9801262249372346,0.2605042016806723,0.726849456802897,ckpt\oneclass_svm_predictions_p95_nu0.050_kernelrbf_gamma1.0_20251219_002307.csv
0.05,linear,N/A,95,0.0002056804527708126,0.2617750164867585,0.10576923076923077,0.9037765131919296,ckpt\oneclass_svm_predictions_p95_nu0.050_kernellinear_gammascale_20251219_002307.csv
0.05,poly,N/A,95,9.635230567506968e-05,0.02861754191107564,0.009615384615384616,0.8934299017071909,ckpt\oneclass_svm_predictions_p95_nu0.050_kernelpoly_gammascale_20251219_002307.csv
0.05,sigmoid,N/A,95,1.5644295615402204e-06,0.8123286244837041,0.5258620689655172,0.9430936368339369,ckpt\oneclass_svm_predictions_p95_nu0.050_kernelsigmoid_gammascale_20251219_002307.csv
0.1,rbf,scale,95,1.9431616121411825,0.9752409380676362,0.5886287625418061,0.9363683393688567,ckpt\oneclass_svm_predictions_p95_nu0.100_kernelrbf_gammascale_20251219_002307.csv
0.1,rbf,auto,95,1.943161588747606,0.9752409380676362,0.5886287625418061,0.9363683393688567,ckpt\oneclass_svm_predictions_p95_nu0.100_kernelrbf_gammaauto_20251219_002307.csv
0.1,rbf,0.001,95,0.9691060467781932,0.9792498235627595,0.6071428571428571,0.9430936368339369,ckpt\oneclass_svm_predictions_p95_nu0.100_kernelrbf_gamma0.001_20251219_002307.csv
0.1,rbf,0.01,95,6.074684286114059,0.9785672139113533,0.6099290780141844,0.9430936368339369,ckpt\oneclass_svm_predictions_p95_nu0.100_kernelrbf_gamma0.01_20251219_002307.csv
0.1,rbf,0.1,95,3.774894538547454,0.9750268994481275,0.6153846153846154,0.9430936368339369,ckpt\oneclass_svm_predictions_p95_nu0.100_kernelrbf_gamma0.1_20251219_002308.csv
0.1,rbf,1.0,95,0.0002733373260483948,0.9801030856270174,0.2608695652173913,0.727366787377134,ckpt\oneclass_svm_predictions_p95_nu0.100_kernelrbf_gamma1.0_20251219_002308.csv
0.1,linear,N/A,95,0.0001710483097654401,0.6129776821352956,0.07079646017699115,0.8913605794102432,ckpt\oneclass_svm_predictions_p95_nu0.100_kernellinear_gammascale_20251219_002308.csv
0.1,poly,N/A,95,9.538928493144793e-05,0.027182904677611554,0.01,0.8975685463010864,ckpt\oneclass_svm_predictions_p95_nu0.100_kernelpoly_gammascale_20251219_002308.csv
0.1,sigmoid,N/A,95,2.862897425346962,0.8295558409403816,0.5726495726495726,0.9482669425763063,ckpt\oneclass_svm_predictions_p95_nu0.100_kernelsigmoid_gammascale_20251219_002308.csv
0.15,rbf,scale,95,8.774100818978683,0.9754318373769278,0.624561403508772,0.9446456285566477,ckpt\oneclass_svm_predictions_p95_nu0.150_kernelrbf_gammascale_20251219_002309.csv
0.15,rbf,auto,95,8.77410084370807,0.9754318373769278,0.624561403508772,0.9446456285566477,ckpt\oneclass_svm_predictions_p95_nu0.150_kernelrbf_gammaauto_20251219_002309.csv
0.15,rbf,0.001,95,2.3814045138722326,0.9782895421887473,0.6159420289855072,0.9451629591308847,ckpt\oneclass_svm_predictions_p95_nu0.150_kernelrbf_gamma0.001_20251219_002309.csv
0.15,rbf,0.01,95,16.663746439204502,0.9778151863292953,0.6231884057971014,0.9461976202793585,ckpt\oneclass_svm_predictions_p95_nu0.150_kernelrbf_gamma0.01_20251219_002309.csv
0.15,rbf,0.1,95,14.375062045564722,0.9763169159927343,0.6334519572953736,0.9467149508535955,ckpt\oneclass_svm_predictions_p95_nu0.150_kernelrbf_gamma0.1_20251219_002309.csv
0.15,rbf,1.0,95,0.21163891454115336,0.980253491143429,0.3522727272727273,0.8230729436109674,ckpt\oneclass_svm_predictions_p95_nu0.150_kernelrbf_gamma1.0_20251219_002309.csv
0.15,linear,N/A,95,1.8087014186912948e-05,0.7157451436372682,0.27722772277227725,0.9244697361614072,ckpt\oneclass_svm_predictions_p95_nu0.150_kernellinear_gammascale_20251219_002309.csv
0.15,poly,N/A,95,0.00011390875385787353,0.028183679844503838,0.008733624454148471,0.8825659596482152,ckpt\oneclass_svm_predictions_p95_nu0.150_kernelpoly_gammascale_20251219_002310.csv
0.15,sigmoid,N/A,95,6.938246450515189,0.8414725857022203,0.5564516129032258,0.9430936368339369,ckpt\oneclass_svm_predictions_p95_nu0.150_kernelsigmoid_gammascale_20251219_002310.csv
0.2,rbf,scale,95,21.560122722116315,0.9758888387537169,0.6289752650176679,0.9456802897051215,ckpt\oneclass_svm_predictions_p95_nu0.200_kernelrbf_gammascale_20251219_002310.csv
0.2,rbf,auto,95,21.56012276844283,0.9758888387537169,0.6289752650176679,0.9456802897051215,ckpt\oneclass_svm_predictions_p95_nu0.200_kernelrbf_gammaauto_20251219_002310.csv
0.2,rbf,0.001,95,4.036885993204356,0.9779887311559241,0.6204379562043796,0.9461976202793585,ckpt\oneclass_svm_predictions_p95_nu0.200_kernelrbf_gamma0.001_20251219_002311.csv
0.2,rbf,0.01,95,29.303602733064487,0.9776300718475583,0.6277372262773723,0.9472322814278323,ckpt\oneclass_svm_predictions_p95_nu0.200_kernelrbf_gamma0.01_20251219_002311.csv
0.2,rbf,0.1,95,34.70199239021677,0.9762822070274085,0.6472727272727272,0.9498189342990171,ckpt\oneclass_svm_predictions_p95_nu0.200_kernelrbf_gamma0.1_20251219_002311.csv
0.2,rbf,1.0,95,1.1206680883972902,0.9803981118322862,0.4791666666666667,0.8965338851526126,ckpt\oneclass_svm_predictions_p95_nu0.200_kernelrbf_gamma1.0_20251219_002311.csv
0.2,linear,N/A,95,7.578082089668384e-05,0.9775028056413638,0.5623003194888179,0.9291257113295396,ckpt\oneclass_svm_predictions_p95_nu0.200_kernellinear_gammascale_20251219_002311.csv
0.2,poly,N/A,95,0.0001671853295393736,0.028796871565258647,0.008547008547008548,0.8799793067770305,ckpt\oneclass_svm_predictions_p95_nu0.200_kernelpoly_gammascale_20251219_002312.csv
0.2,sigmoid,N/A,95,15.745961169745378,0.8326217995441556,0.5528455284552846,0.9430936368339369,ckpt\oneclass_svm_predictions_p95_nu0.200_kernelsigmoid_gammascale_20251219_002312.csv
0.25,rbf,scale,95,40.14738618030345,0.9759119780639339,0.644927536231884,0.9493016037247801,ckpt\oneclass_svm_predictions_p95_nu0.250_kernelrbf_gammascale_20251219_002312.csv
0.25,rbf,auto,95,40.147386290300254,0.9759119780639339,0.644927536231884,0.9493016037247801,ckpt\oneclass_svm_predictions_p95_nu0.250_kernelrbf_gammaauto_20251219_002312.csv
0.25,rbf,0.001,95,5.585208266049973,0.9775953628822326,0.6159420289855072,0.9451629591308847,ckpt\oneclass_svm_predictions_p95_nu0.250_kernelrbf_gamma0.001_20251219_002313.csv
0.25,rbf,0.01,95,41.62831993982716,0.9769937408165862,0.6187050359712231,0.9451629591308847,ckpt\oneclass_svm_predictions_p95_nu0.250_kernelrbf_gamma0.01_20251219_002313.csv
0.25,rbf,0.1,95,61.15506436247937,0.9763747642682772,0.6423357664233577,0.9493016037247801,ckpt\oneclass_svm_predictions_p95_nu0.250_kernelrbf_gamma0.1_20251219_002313.csv
0.25,rbf,1.0,95,2.69958679798904,0.9801030856270174,0.519774011299435,0.9120538023797207,ckpt\oneclass_svm_predictions_p95_nu0.250_kernelrbf_gamma1.0_20251219_002313.csv
0.25,linear,N/A,95,9.509565147432109e-05,0.9773003366769637,0.5567010309278351,0.933264355923435,ckpt\oneclass_svm_predictions_p95_nu0.250_kernellinear_gammascale_20251219_002313.csv
0.25,poly,N/A,95,0.00018223719215546583,0.0291266067358532,0.007936507936507936,0.8706673564407656,ckpt\oneclass_svm_predictions_p95_nu0.250_kernelpoly_gammascale_20251219_002314.csv
0.25,sigmoid,N/A,95,26.602844352783997,0.8345770712575058,0.5491803278688525,0.9430936368339369,ckpt\oneclass_svm_predictions_p95_nu0.250_kernelsigmoid_gammascale_20251219_002314.csv
0.3,rbf,scale,95,64.69057525213981,0.9756400911688823,0.644927536231884,0.9493016037247801,ckpt\oneclass_svm_predictions_p95_nu0.300_kernelrbf_gammascale_20251219_002314.csv
0.3,rbf,auto,95,64.69057544108598,0.9756400911688823,0.644927536231884,0.9493016037247801,ckpt\oneclass_svm_predictions_p95_nu0.300_kernelrbf_gammaauto_20251219_002315.csv
0.3,rbf,0.001,95,7.078899363522815,0.9770053104716949,0.6164874551971327,0.9446456285566477,ckpt\oneclass_svm_predictions_p95_nu0.300_kernelrbf_gamma0.001_20251219_002315.csv
0.3,rbf,0.01,95,55.33089398829497,0.976629296680666,0.6187050359712231,0.9451629591308847,ckpt\oneclass_svm_predictions_p95_nu0.300_kernelrbf_gamma0.01_20251219_002315.csv
0.3,rbf,0.1,95,92.20388082391318,0.975911978063934,0.6376811594202898,0.9482669425763063,ckpt\oneclass_svm_predictions_p95_nu0.300_kernelrbf_gamma0.1_20251219_002315.csv
0.3,rbf,1.0,95,4.9416787140141345,0.97971550218088,0.5384615384615384,0.9192964304190377,ckpt\oneclass_svm_predictions_p95_nu0.300_kernelrbf_gamma1.0_20251219_002316.csv
0.3,linear,N/A,95,0.0001843822321330302,0.9560989436904885,0.5296167247386759,0.9301603724780134,ckpt\oneclass_svm_predictions_p95_nu0.300_kernellinear_gammascale_20251219_002316.csv
0.3,poly,N/A,95,0.00022574017204141642,0.02864646604884708,0.008333333333333333,0.8768753233316089,ckpt\oneclass_svm_predictions_p95_nu0.300_kernelpoly_gammascale_20251219_002316.csv
0.3,sigmoid,N/A,95,36.51335924019657,0.833246560920019,0.5477178423236515,0.9436109674081739,ckpt\oneclass_svm_predictions_p95_nu0.300_kernelsigmoid_gammascale_20251219_002316.csv
