nu,kernel,gamma,percentile,threshold,auc,f1_score,accuracy,predictions_csv
0.01,rbf,scale,96,0.0002223234172383863,0.6675,0.5142857142857142,0.6909090909090909,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gammascale_20251219_115624.csv
0.01,rbf,auto,96,0.00022933841418465494,0.6558333333333334,0.5142857142857142,0.6909090909090909,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gammaauto_20251219_115624.csv
0.01,rbf,0.001,96,0.00030465865386963397,0.6758333333333333,0.45,0.6,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gamma0.001_20251219_115624.csv
0.01,rbf,0.01,96,0.00045879514389828463,0.71,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gamma0.01_20251219_115624.csv
0.01,rbf,0.05,96,0.00023919103765017262,0.5933333333333333,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gamma0.05_20251219_115624.csv
0.01,rbf,0.1,96,0.0002346081595360798,0.5633333333333332,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gamma0.1_20251219_115624.csv
0.01,rbf,0.3,96,0.00023437500133421246,0.5,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gamma0.3_20251219_115624.csv
0.01,rbf,0.5,96,0.00023437500000001409,0.5,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gamma0.5_20251219_115624.csv
0.01,rbf,0.8,96,0.00023437500000000715,0.5,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gamma0.8_20251219_115624.csv
0.01,rbf,1.0,96,0.00023437500000000715,0.5,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelrbf_gamma1.0_20251219_115625.csv
0.01,linear,N/A,96,0.00030388823915468346,0.46166666666666667,0.21052631578947367,0.7272727272727273,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernellinear_gammascale_20251219_115625.csv
0.01,poly,N/A,96,4.339698654008039e-05,0.6983333333333333,0.4489795918367347,0.509090909090909,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelpoly_gammascale_20251219_115625.csv
0.01,sigmoid,N/A,96,0.0001716348834378298,0.36333333333333334,0.23255813953488372,0.4,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.010_kernelsigmoid_gammascale_20251219_115625.csv
0.05,rbf,scale,96,0.00027086133696181393,0.6675,0.5142857142857142,0.6909090909090909,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gammascale_20251219_115625.csv
0.05,rbf,auto,96,0.00014148727655637124,0.6558333333333334,0.5142857142857142,0.6909090909090909,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gammaauto_20251219_115625.csv
0.05,rbf,0.001,96,0.0003268928100652931,0.6758333333333333,0.45,0.6,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gamma0.001_20251219_115625.csv
0.05,rbf,0.01,96,0.00041709657825271664,0.71,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gamma0.01_20251219_115625.csv
0.05,rbf,0.05,96,0.0002188529806347639,0.5933333333333333,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gamma0.05_20251219_115625.csv
